R:A::C:P,0,1,2 3,4 6,5
0,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.10294117647058823,0.07352941176470588
1,0.29646017699115046,0.1902654867256637,0.2610619469026549,0.168141592920354,0.084070796460177
2 3,0.13793103448275862,0.15862068965517243,0.4068965517241379,0.18620689655172415,0.1103448275862069
4 6,0.14754098360655737,0.09836065573770492,0.21311475409836064,0.36065573770491804,0.18032786885245902
5,0.23076923076923078,0.07692307692307693,0.34615384615384615,0.34615384615384615,0.0
