R:A::C:P,0 2 6,1,3,4 5
0 2 6,0.5419354838709678,0.44871794871794873,0.5449438202247191,0.5611111111111111
1,0.27580645161290324,0.43162393162393164,0.19101123595505617,0.20833333333333334
3,0.07258064516129033,0.04700854700854701,0.08426966292134831,0.08611111111111111
4 5,0.10967741935483871,0.07264957264957266,0.1797752808988764,0.14444444444444443
