R:A::C:P,0 2 6,1,3,4 5
0 2 6,0.2413793103448276,0.07543103448275862,0.06968390804597702,0.14511494252873564
1,0.12284482758620689,0.07255747126436782,0.02442528735632184,0.05387931034482758
3,0.032327586206896554,0.007902298850574713,0.010775862068965518,0.022270114942528736
4 5,0.04885057471264368,0.01221264367816092,0.022988505747126436,0.03735632183908046
