R:A::C:P,0,1 6,2 3 4,5
0,0.16911764705882354,0.07627118644067797,0.0749185667752443,0.08823529411764706
1 6,0.5294117647058824,0.5889830508474576,0.4560260586319218,0.38235294117647056
2 3 4,0.25,0.2627118644067797,0.4006514657980456,0.4117647058823529
5,0.051470588235294115,0.07203389830508475,0.06840390879478828,0.11764705882352941
