R:A::C:P,0 1,2,3 5 6,4
0 1,0.75,0.49019607843137253,0.5086206896551724,0.49122807017543857
2,0.17763157894736842,0.2549019607843137,0.25862068965517243,0.19298245614035087
3 5 6,0.05921052631578947,0.21568627450980393,0.20689655172413793,0.19298245614035087
4,0.013157894736842105,0.0392156862745098,0.02586206896551724,0.12280701754385964
