R:A::C:P,0 1,2 3,4,5,6
0 1,0.1752873563218391,0.05962643678160919,0.040229885057471264,0.021551724137931036,0.03017241379310345
2 3,0.08405172413793104,0.07902298850574713,0.035201149425287355,0.035919540229885055,0.036637931034482756
4,0.009339080459770116,0.020833333333333332,0.011494252873563218,0.00646551724137931,0.004310344827586207
5,0.020833333333333332,0.020833333333333332,0.010057471264367816,0.009339080459770116,0.007902298850574713
6,0.0610632183908046,0.06824712643678162,0.039511494252873564,0.04885057471264368,0.06321839080459771
