R:A::C:P,0,1 3,2 5 6,4
0,0.022988505747126436,0.015804597701149427,0.010057471264367816,0.004310344827586207
1 3,0.07830459770114942,0.11566091954022989,0.10632183908045977,0.04669540229885057
2 5 6,0.07543103448275862,0.15158045977011494,0.2464080459770115,0.07399425287356322
4,0.005747126436781609,0.01293103448275862,0.022270114942528736,0.011494252873563218
