R:A::C:P,0,1 3,2 5 6,4
0,0.12598425196850394,0.05339805825242718,0.026119402985074626,0.031578947368421054
1 3,0.42913385826771655,0.3907766990291262,0.27611940298507465,0.34210526315789475
2 5 6,0.41338582677165353,0.5121359223300971,0.6399253731343284,0.5421052631578948
4,0.031496062992125984,0.043689320388349516,0.05783582089552239,0.08421052631578947
