R:A::C:P,0 1 4,2 3 6,5
0 1 4,0.8461538461538461,0.46153846153846156,0.6666666666666666
2 3 6,0.14102564102564102,0.48717948717948717,0.3333333333333333
5,0.01282051282051282,0.05128205128205128,0.0
