R:A::C:P,0,1 3,2 4 5 6
0,0.022988505747126436,0.015804597701149427,0.014367816091954023
1 3,0.07830459770114942,0.11566091954022989,0.15301724137931033
2 4 5 6,0.08117816091954023,0.16451149425287356,0.3541666666666667
