R:A::C:P,0,1 3,2 4 5 6
0,0.43243243243243246,0.2972972972972973,0.2702702702702703
1 3,0.22567287784679088,0.3333333333333333,0.4409937888198758
2 4 5 6,0.13532934131736526,0.274251497005988,0.5904191616766467
