R:A::C:P,0 3,1 5,2 4 6
0 3,0.1550925925925926,0.12623762376237624,0.10431654676258993
1 5,0.375,0.37376237623762376,0.2949640287769784
2 4 6,0.4699074074074074,0.5,0.6007194244604317
