R:A::C:P,0 3,1 5,2 4 6
0 3,0.3806818181818182,0.2897727272727273,0.32954545454545453
1 5,0.33962264150943394,0.3165618448637317,0.3438155136268344
2 4 6,0.2746955345060893,0.2733423545331529,0.4519621109607578
