R:A::C:P,0,1,2 6,3 4,5
0,0.08502024291497975,0.020242914979757085,0.02834008097165992,0.032388663967611336,0.004048582995951417
1,0.13360323886639677,0.05668016194331984,0.13765182186234817,0.10526315789473684,0.02834008097165992
2 6,0.032388663967611336,0.03643724696356275,0.08097165991902834,0.06882591093117409,0.024291497975708502
3 4,0.004048582995951417,0.004048582995951417,0.02834008097165992,0.048582995951417005,0.008097165991902834
5,0.008097165991902834,0.0,0.016194331983805668,0.008097165991902834,0.0
