R:A::C:P,0,1,2 6,3 4,5
0,0.5,0.11904761904761904,0.16666666666666666,0.19047619047619047,0.023809523809523808
1,0.2894736842105263,0.12280701754385964,0.2982456140350877,0.22807017543859648,0.06140350877192982
2 6,0.13333333333333333,0.15,0.3333333333333333,0.2833333333333333,0.1
3 4,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.5217391304347826,0.08695652173913043
5,0.25,0.0,0.5,0.25,0.0
