R:A::C:P,0,1,2 6,3 4,5
0,0.3230769230769231,0.1724137931034483,0.09722222222222222,0.12307692307692308,0.0625
1,0.5076923076923077,0.4827586206896552,0.4722222222222222,0.4,0.4375
2 6,0.12307692307692308,0.3103448275862069,0.2777777777777778,0.26153846153846155,0.375
3 4,0.015384615384615385,0.034482758620689655,0.09722222222222222,0.18461538461538463,0.125
5,0.03076923076923077,0.0,0.05555555555555555,0.03076923076923077,0.0
