R:A::C:P,0,1,2 3,4,5 6
0,0.16911764705882354,0.08843537414965986,0.05472636815920398,0.11320754716981132,0.07329842931937172
1,0.4411764705882353,0.47619047619047616,0.3283582089552239,0.2169811320754717,0.3193717277486911
2 3,0.19852941176470587,0.2653061224489796,0.3582089552238806,0.29245283018867924,0.2774869109947644
4,0.051470588235294115,0.006802721088435374,0.06467661691542288,0.0660377358490566,0.05759162303664921
5 6,0.13970588235294118,0.16326530612244897,0.19402985074626866,0.3113207547169811,0.27225130890052357
