R:A::C:P,0,1,2 3,4,5 6
0,0.3150684931506849,0.1780821917808219,0.1506849315068493,0.1643835616438356,0.1917808219178082
1,0.21428571428571427,0.25,0.2357142857142857,0.08214285714285714,0.21785714285714286
2 3,0.12162162162162163,0.17567567567567569,0.32432432432432434,0.13963963963963963,0.23873873873873874
4,0.1794871794871795,0.02564102564102564,0.3333333333333333,0.1794871794871795,0.28205128205128205
5 6,0.11377245508982035,0.1437125748502994,0.23353293413173654,0.19760479041916168,0.31137724550898205
