R:A::C:P,0,1 2 3,4,5 6
0,0.2153846153846154,0.11570247933884298,0.08620689655172414,0.07291666666666667
1 2 3,0.6692307692307692,0.7603305785123967,0.6724137931034483,0.6354166666666666
4,0.023076923076923078,0.03305785123966942,0.0,0.13541666666666666
5 6,0.09230769230769231,0.09090909090909091,0.2413793103448276,0.15625
