R:A::C:P,0,1 2 3,4,5 6
0,0.053231939163498096,0.053231939163498096,0.009505703422053232,0.013307984790874524
1 2 3,0.16539923954372623,0.34980988593155893,0.0741444866920152,0.11596958174904944
4,0.005703422053231939,0.015209125475285171,0.0,0.024714828897338403
5 6,0.022813688212927757,0.04182509505703422,0.026615969581749048,0.028517110266159697
