R:A::C:P,0 1 2 4,3,5 6
0 1 2 4,0.7133956386292835,0.09034267912772585,0.19626168224299065
3,0.5909090909090909,0.13636363636363635,0.2727272727272727
5 6,0.5454545454545454,0.15151515151515152,0.30303030303030304
