R:A::C:P,0,1,2 3,4 5 6
0,0.029449423815621,0.016645326504481434,0.014084507042253521,0.03329065300896287
1,0.07682458386683738,0.08962868117797695,0.08450704225352113,0.10755441741357234
2 3,0.034571062740076826,0.0499359795134443,0.09218950064020487,0.10755441741357234
4 5 6,0.03329065300896287,0.03201024327784891,0.06658130601792574,0.13188220230473752
