character,AA,AE,AH,AO,AW,AY,EH,ER,EY,IH,IY,OW,OY,UH,UW
1H4_Falstaff,0.07740476392856521,0.1691422126853318,0.0028747027301377634,-0.02743451001188111,0.07496689067116592,0.0482992999192311,-0.07135265357672423,-0.08319451902508415,-0.014554104061831595,-0.06888098754681637,-0.028554385624695602,-0.023753599044311992,-0.011419987796816685,0.03149832387602049,-0.05186383808832474
1H4_HenryIV,-0.020913178953020823,-0.0449069635221448,0.11211315235005727,-0.0302795710294382,0.06105076748935519,-0.07929085273176693,0.04259618459799622,0.004735751230421156,-0.09286994071769024,-0.008643278165909816,0.05141177551831477,-0.059181198757474685,0.010882975531521084,-0.051858027054762404,-0.017202955003602294
1H4_HenryV,0.044811355818788715,0.07033256369076626,0.04935447853852285,0.001797809611615372,0.11469558796748093,0.0045567095180682445,0.02415853074098488,-0.0716183577236739,-0.0363825224973992,-0.03466000377457803,-0.033932624291800224,-0.025828903504269442,-0.011981540016103217,-0.030850827758672834,-0.10025092573431822
1H4_Hotspur,0.05591352876990229,-0.05203976629245518,0.05603641345684856,-0.019722310307116474,0.006671813321027691,-0.0233092234838252,0.008850753243695456,0.01696036767375477,0.016798576537289257,0.028037693463571097,-0.03949405544557686,-0.01989549408246152,-0.03873151436014839,0.008326280008112624,-0.0638324113245985
1H4_Worcester,-0.05268523070713489,-0.10024533280967657,0.13301710153711988,0.09177574818506552,-0.001885152795137652,-0.05927826075753512,-0.039519502883117986,0.03163640796801925,0.0704649309464215,0.05292454585436425,-0.1003408482684245,-0.07351259134204123,-0.04019920485893969,-0.04033457971925528,-0.038959773215040315
1H6_Charles,-0.014197484293770478,0.006794096386067159,0.015455151750619895,0.020340068497701817,0.1897415938786131,-0.02088035287375278,0.017269562209369326,0.04053080074291694,0.005374880175556943,-0.012392041083549235,0.03967147897015021,-0.06419714726160002,0.04293659210995147,-0.058374966553239455,-0.1745997609139986
1H6_Gloucester,-0.01680525368153442,0.02285301647424936,0.02977725291080415,0.037939871710271106,0.05942546368457797,-0.006158293284892156,-0.01886724551299072,-0.031548999572920025,0.01933179493908243,0.005521743578370159,-0.004611910588691026,-0.09084956259047601,0.00045590942677875573,-0.08750545932090716,0.0035566013249527712
1H6_HenryVI,-0.12624949881038292,-0.07721545734146963,0.1354822049902736,0.18503986052922006,-0.04047825304933458,-0.0693074803363707,0.12448796757555823,0.04434311848904862,-0.0734354640912469,-0.05360358475178591,-0.07833128136500467,-0.08673686208112977,0.08291110161189025,-0.035523078334558054,0.0015813983301581735
1H6_Pucelle,0.04969945166150189,-0.0612852937469962,0.06835833136569983,-0.057894004117635026,0.01590133887357149,-0.0074781457452401355,-0.03447670371044954,-0.0041732090328897575,0.04463869735825911,0.006913747397448516,0.025770534796798177,-0.07019586238858083,-0.055246827167585756,-0.05959401238452674,-0.0028838727131403528
1H6_Suffolk,-0.026662143149663618,-0.05663875040284198,0.03461004279041765,-0.033493459487433264,-0.035369285370260996,-0.05914837147330796,-0.0029469825824648935,0.047273242213709175,-0.0024822031590716045,0.05794063771291766,0.11144939522744467,-0.0700630637121874,-0.01345523129707759,-0.033892671740525675,-0.012409524964915717
1H6_Talbot,-0.0019841679212119897,-0.045758353187484335,0.042523123707712815,0.009044520927789828,0.02620729304109547,0.05111809397168115,0.025225562931709918,-0.0027837191169702586,0.054687835489554214,-0.00833734124857439,-0.02774562376272531,-0.09111411370465985,0.0015941469098020506,-0.07095643034627051,-0.06064342850785823
1H6_York,-0.030862035183909897,-0.009738436951373707,0.03498574721497436,0.03371521011422808,0.01570992387440269,0.01635090986510672,0.03961355877505742,0.05175896823148442,0.07077841529604421,-0.00214417818951002,-0.086282868911452,-0.0413826737937029,0.023103703321567814,-0.0426194821077866,-0.10061857894527824
2H4_Archbishop,0.03870473751671721,-0.11963151816695744,0.09453912515993015,0.06788273461999934,0.11295429668100952,-0.09354130257239855,0.013220173166630649,0.022121814991292562,-0.05883725811841516,-0.05326340302426782,0.06461165620275766,-0.011697719284159913,-0.023657998121677622,-0.013340614121015597,-0.05381511532146097
2H4_ChiefJustice,0.12223361545494778,-0.02554342194504883,0.06151562818141227,0.17038812803250908,-0.0536184787379405,-0.09997363291273634,-0.015124916763652654,-0.016951693938227916,-0.08094719500140779,-0.03930752441748547,-0.03379712711603593,-0.07870901938257598,0.05183258607332703,-0.0030866526601719935,0.11415048508843964
2H4_Falstaff,-0.010757990012377264,0.09745200418050695,0.039384019285999106,-0.04072245809995634,-0.04132700917760873,-0.031025679486120374,-0.030274772078587992,-0.024507444948265785,-0.0382099859133403,0.035783085034988615,-0.0389397706516846,0.015090472275614672,-0.0031256952519070924,0.04034160058984481,-0.015958133947352984
2H4_HenryIV,-0.03486356713412421,-0.10392672253666506,0.049890847179957204,-0.10332894121091345,0.146078121662313,-0.00766306507746177,0.07569201818670361,0.005440079851086444,-0.026742462710024152,0.0880124378044675,-0.017616872223761897,-0.06503335922148516,0.025401756950527335,-0.0463187445338636,-0.08821875726751753
2H4_HenryV,0.06003428287180968,-0.021296825618879404,0.009436397147723092,0.0018122162191372007,0.02342443089972774,0.005245767409618371,-0.027529075770926035,-0.06644104319219268,-0.06801950494323332,0.021048847028949425,0.02131952119702618,0.007275091171450144,0.06628976774503367,-0.025498886464887377,0.016335399558076398
