R:A::C:P,0 1,2,3,4,5 6
0 1,0.46794871794871795,0.16666666666666666,0.10256410256410256,0.11538461538461539,0.14743589743589744
2,0.2777777777777778,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.2777777777777778
3,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.25
4,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091
5 6,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.0,0.14285714285714285
