R:A::C:P,0 1 4 6,2 3,5
0 1 4 6,0.43462643678160917,0.14870689655172414,0.07686781609195402
2 3,0.15589080459770116,0.07902298850574713,0.035919540229885055
5,0.03879310344827586,0.020833333333333332,0.009339080459770116
