R:A::C:P,0 4,1 2 6,3,5
0 4,0.04454022988505747,0.039511494252873564,0.011494252873563218,0.010057471264367816
1 2 6,0.22916666666666666,0.33979885057471265,0.09195402298850575,0.09123563218390805
3,0.022988505747126436,0.028017241379310345,0.010775862068965518,0.011494252873563218
5,0.022270114942528736,0.023706896551724137,0.013649425287356323,0.009339080459770116
