R:A::C:P,0,1 3 4 5,2 6
0,0.1069182389937107,0.10062893081761007,0.012578616352201259
1 3 4 5,0.12578616352201258,0.3270440251572327,0.10062893081761007
2 6,0.031446540880503145,0.1320754716981132,0.06289308176100629
