R:A::C:P,0,1 3 4 5,2 6
0,0.4857142857142857,0.45714285714285713,0.05714285714285714
1 3 4 5,0.22727272727272727,0.5909090909090909,0.18181818181818182
2 6,0.1388888888888889,0.5833333333333334,0.2777777777777778
