R:A::C:P,0 4,1 2,3,5 6
0 4,0.4375,0.25892857142857145,0.08035714285714286,0.22321428571428573
1 2,0.28982300884955753,0.3672566371681416,0.12168141592920353,0.22123893805309736
3,0.2,0.34,0.18,0.28
5 6,0.31137724550898205,0.24550898203592814,0.1317365269461078,0.31137724550898205
