R:A::C:P,0 1 2,3 4 5,6
0 1 2,0.3017241379310345,0.16522988505747127,0.05747126436781609
3 4 5,0.07974137931034483,0.09339080459770115,0.021551724137931036
6,0.08979885057471264,0.1278735632183908,0.06321839080459771
