R:A::C:P,0 2 5,1 3 4,6
0 2 5,0.2698412698412698,0.18253968253968253,0.0
1 3 4,0.23809523809523808,0.2857142857142857,0.015873015873015872
6,0.0,0.007936507936507936,0.0
