R:A::C:P,0 5,1 6,2 3 4
0 5,0.1580188679245283,0.10185185185185185,0.11007462686567164
1 6,0.5518867924528302,0.6134259259259259,0.5093283582089553
2 3 4,0.29009433962264153,0.2847222222222222,0.3805970149253731
