R:A::C:P,0 4,1 6,2 3 5
0 4,0.1761006289308176,0.031446540880503145,0.05660377358490566
1 6,0.15723270440251572,0.11320754716981132,0.18238993710691823
2 3 5,0.050314465408805034,0.050314465408805034,0.18238993710691823
