R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.8817733990147784,0.8131868131868132,0.6842105263157895,0.6
3 6,0.06896551724137931,0.07692307692307693,0.17543859649122806,0.28
4,0.019704433497536946,0.03296703296703297,0.12280701754385964,0.0
5,0.029556650246305417,0.07692307692307693,0.017543859649122806,0.12
