R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.47606382978723405,0.19680851063829788,0.10372340425531915,0.0398936170212766
3 6,0.03723404255319149,0.018617021276595744,0.026595744680851064,0.018617021276595744
4,0.010638297872340425,0.007978723404255319,0.018617021276595744,0.0
5,0.015957446808510637,0.018617021276595744,0.0026595744680851063,0.007978723404255319
