R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.49619771863117873,0.16730038022813687,0.06273764258555133,0.043726235741444866
3 4,0.04752851711026616,0.015209125475285171,0.026615969581749048,0.02091254752851711
5,0.019011406844106463,0.024714828897338403,0.0,0.005703422053231939
6,0.026615969581749048,0.02091254752851711,0.0076045627376425855,0.015209125475285171
