R:A::C:P,0 3 4,1 2 5,6
0 3 4,0.5020080321285141,0.41365461847389556,0.08433734939759036
1 2 5,0.449468085106383,0.4321808510638298,0.11835106382978723
6,0.40664961636828645,0.36828644501278773,0.22506393861892582
