R:A::C:P,0 2 5,1 6,3,4
0 2 5,0.2145748987854251,0.10931174089068826,0.05263157894736842,0.044534412955465584
1 6,0.2591093117408907,0.10931174089068826,0.06477732793522267,0.05263157894736842
3,0.020242914979757085,0.008097165991902834,0.016194331983805668,0.004048582995951417
4,0.012145748987854251,0.004048582995951417,0.008097165991902834,0.020242914979757085
