R:A::C:P,0 2 5,1 6,3,4
0 2 5,0.5096153846153846,0.25961538461538464,0.125,0.10576923076923077
1 6,0.5333333333333333,0.225,0.13333333333333333,0.10833333333333334
3,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.08333333333333333
4,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.45454545454545453
