R:A::C:P,0 1 6,2 3,4 5
0 1 6,0.344106463878327,0.155893536121673,0.12927756653992395
2 3,0.11026615969581749,0.11216730038022814,0.053231939163498096
4 5,0.04182509505703422,0.028517110266159697,0.024714828897338403
