R:A::C:P,0,1 2,3,4,5 6
0,0.3939393939393939,0.14545454545454545,0.0,0.3333333333333333,0.18181818181818182
1 2,0.5454545454545454,0.8,0.7333333333333333,0.5,0.6363636363636364
3,0.0,0.01818181818181818,0.13333333333333333,0.08333333333333333,0.09090909090909091
4,0.030303030303030304,0.01818181818181818,0.0,0.08333333333333333,0.09090909090909091
5 6,0.030303030303030304,0.01818181818181818,0.13333333333333333,0.0,0.0
