R:A::C:P,0,1 2,3 6,4,5
0,0.48148148148148145,0.2962962962962963,0.0,0.14814814814814814,0.07407407407407407
1 2,0.20930232558139536,0.5116279069767442,0.12790697674418605,0.06976744186046512,0.08139534883720931
3 6,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0
4,0.25,0.25,0.25,0.25,0.0
5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
