R:A::C:P,0,1 2 3,4,5 6
0,0.07446808510638298,0.0398936170212766,0.018617021276595744,0.026595744680851064
1 2 3,0.15425531914893617,0.31117021276595747,0.09840425531914894,0.15159574468085107
4,0.005319148936170213,0.007978723404255319,0.018617021276595744,0.005319148936170213
5 6,0.013297872340425532,0.031914893617021274,0.015957446808510637,0.026595744680851064
