R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.9431818181818182,0.6470588235294118,0.8333333333333334,1.0
3 6,0.011363636363636364,0.23529411764705882,0.08333333333333333,0.0
4,0.022727272727272728,0.058823529411764705,0.08333333333333333,0.0
5,0.022727272727272728,0.058823529411764705,0.0,0.0
