R:A::C:P,0,1,2 6,3 4 5
0,0.40476190476190477,0.17857142857142858,0.07142857142857142,0.18032786885245902
1,0.42857142857142855,0.6428571428571429,0.39285714285714285,0.3770491803278688
2 6,0.11904761904761904,0.14285714285714285,0.35714285714285715,0.2786885245901639
3 4 5,0.047619047619047616,0.03571428571428571,0.17857142857142858,0.16393442622950818
