R:A::C:P,0,1,2 6,3 4 5
0,0.1069182389937107,0.031446540880503145,0.012578616352201259,0.06918238993710692
1,0.11320754716981132,0.11320754716981132,0.06918238993710692,0.14465408805031446
2 6,0.031446540880503145,0.025157232704402517,0.06289308176100629,0.1069182389937107
3 4 5,0.012578616352201259,0.006289308176100629,0.031446540880503145,0.06289308176100629
