R:A::C:P,0 2,1,3,4,5 6
0 2,0.28199052132701424,0.2948717948717949,0.23595505617977527,0.21052631578947367,0.21467391304347827
1,0.3104265402843602,0.43162393162393164,0.19101123595505617,0.2631578947368421,0.1766304347826087
3,0.07582938388625593,0.04700854700854701,0.08426966292134831,0.07894736842105263,0.07880434782608696
4,0.05687203791469194,0.021367521367521368,0.07303370786516854,0.08421052631578947,0.04076086956521739
5 6,0.27488151658767773,0.20512820512820512,0.4157303370786517,0.3631578947368421,0.4891304347826087
