R:A::C:P,0 2,1,3,4,5 6
0 2,0.08548850574712644,0.04956896551724138,0.03017241379310345,0.028735632183908046,0.05675287356321839
1,0.09410919540229885,0.07255747126436782,0.02442528735632184,0.035919540229885055,0.04669540229885057
3,0.022988505747126436,0.007902298850574713,0.010775862068965518,0.010775862068965518,0.020833333333333332
4,0.017241379310344827,0.0035919540229885057,0.009339080459770116,0.011494252873563218,0.010775862068965518
5 6,0.08333333333333333,0.034482758620689655,0.05316091954022988,0.04956896551724138,0.12931034482758622
