R:A::C:P,0,1 2 4 6,3 5
0,0.07446808510638298,0.06382978723404255,0.02127659574468085
1 2 4 6,0.1595744680851064,0.47074468085106386,0.10638297872340426
3 5,0.013297872340425532,0.05319148936170213,0.03723404255319149
