R:A::C:P,0,1,2,3,4,5,p
0,0.5789473684210527,0.21052631578947367,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842
1,0.3333333333333333,0.3055555555555556,0.3333333333333333,0.0,0.0,0.0,0.027777777777777776
2,0.15789473684210525,0.3684210526315789,0.3684210526315789,0.05263157894736842,0.0,0.0,0.05263157894736842
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.5,0.5,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
p,0.0,0.5,0.5,0.0,0.0,0.0,0.0
