R:A::C:P,0,1,2,3,4,5,p
0,0.4230769230769231,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333
1,0.46153846153846156,0.4583333333333333,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333
2,0.11538461538461539,0.2916666666666667,0.25925925925925924,0.5,0.0,0.0,0.3333333333333333
3,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
4,0.0,0.0,0.037037037037037035,0.5,0.0,0.0,0.0
5,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
p,0.0,0.041666666666666664,0.037037037037037035,0.0,0.0,0.0,0.0
