R:A::C:P,0,1,2,3,4,5,p
0,0.13414634146341464,0.04878048780487805,0.036585365853658534,0.0,0.0,0.0,0.012195121951219513
1,0.14634146341463414,0.13414634146341464,0.14634146341463414,0.0,0.0,0.0,0.012195121951219513
2,0.036585365853658534,0.08536585365853659,0.08536585365853659,0.012195121951219513,0.0,0.0,0.012195121951219513
3,0.0,0.0,0.036585365853658534,0.0,0.0,0.0,0.0
4,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0
5,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0
p,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0
