R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.026019690576652602,0.007032348804500703,0.0035161744022503515,0.008438818565400843,0.004219409282700422,0.002109704641350211,0.0007032348804500703
1,0.10126582278481013,0.0,0.03234880450070324,0.026019690576652602,0.035864978902953586,0.014767932489451477,0.0379746835443038,0.01969057665260197
2,0.03164556962025317,0.03867791842475387,0.0,0.028832630098452883,0.030239099859353025,0.02461322081575246,0.02812939521800281,0.011251758087201125
3,0.014064697609001406,0.007735583684950774,0.012658227848101266,0.0,0.009845288326300985,0.011251758087201125,0.011954992967651195,0.004219409282700422
4,0.008438818565400843,0.0028129395218002813,0.014767932489451477,0.009142053445850914,0.0,0.006329113924050633,0.005625879043600563,0.004219409282700422
5,0.011251758087201125,0.007735583684950774,0.008438818565400843,0.012658227848101266,0.010548523206751054,0.0,0.007735583684950774,0.009142053445850914
6,0.03234880450070324,0.04219409282700422,0.04571026722925457,0.0379746835443038,0.04149085794655415,0.04360056258790436,0.0,0.03164556962025317
7,0.005625879043600563,0.004219409282700422,0.0,0.0035161744022503515,0.0014064697609001407,0.005625879043600563,0.0007032348804500703,0.0
