R:A::C:P,0 3 4,1 6,2 5
0 3 4,0.6461538461538462,0.16923076923076924,0.18461538461538463
1 6,0.525,0.225,0.25
2 5,0.4032258064516129,0.3064516129032258,0.2903225806451613
