R:A::C:P,0 6,1,2 3 5,4
0 6,0.07298335467349552,0.03841229193341869,0.07682458386683738,0.046094750320102434
1,0.12163892445582586,0.08962868117797695,0.117797695262484,0.029449423815621
2 3 5,0.08066581306017925,0.058898847631242,0.16645326504481434,0.05121638924455826
4,0.012804097311139564,0.0012804097311139564,0.026888604353393086,0.008962868117797696
