R:A::C:P,0 1,2 3 4 5,6
0 1,0.4444444444444444,0.23809523809523808,0.0
2 3 4 5,0.07936507936507936,0.21428571428571427,0.015873015873015872
6,0.0,0.007936507936507936,0.0
