R:A::C:P,0 1,2,3 6,4 5
0 1,0.1752873563218391,0.033045977011494254,0.05675287356321839,0.0617816091954023
2,0.0639367816091954,0.029454022988505746,0.05531609195402299,0.04885057471264368
3 6,0.08117816091954023,0.039511494252873564,0.12284482758620689,0.11063218390804598
4 5,0.03017241379310345,0.01867816091954023,0.035201149425287355,0.03735632183908046
