R:A::C:P,0 1 6,2 5,3 4
0 1 6,0.5514018691588785,0.18691588785046728,0.2616822429906542
2 5,0.3157894736842105,0.34210526315789475,0.34210526315789475
3 4,0.14285714285714285,0.21428571428571427,0.6428571428571429
