R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.3725992317541613,0.15364916773367476,0.14596670934699105
3 4,0.04865556978233035,0.03329065300896287,0.03201024327784891
5 6,0.07682458386683738,0.07042253521126761,0.06658130601792574
