R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.6216730038022814,0.13688212927756654,0.07604562737642585
4 6,0.053231939163498096,0.04182509505703422,0.02091254752851711
5,0.03231939163498099,0.017110266159695818,0.0
