R:A::C:P,0 1,2 4,3,5,6
0 1,0.75,0.49074074074074076,0.5405405405405406,0.36,0.5555555555555556
2 4,0.19078947368421054,0.3055555555555556,0.24324324324324326,0.24,0.3333333333333333
3,0.013157894736842105,0.10185185185185185,0.08108108108108109,0.16,0.037037037037037035
5,0.02631578947368421,0.027777777777777776,0.10810810810810811,0.12,0.05555555555555555
6,0.019736842105263157,0.07407407407407407,0.02702702702702703,0.12,0.018518518518518517
