R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.7358490566037735,0.10062893081761007,0.08176100628930817
4,0.025157232704402517,0.018867924528301886,0.0
5 6,0.031446540880503145,0.0,0.006289308176100629
