R:A::C:P,0 6,1,2,3,4,5
0 6,0.4605263157894737,0.13157894736842105,0.09210526315789473,0.05263157894736842,0.15789473684210525,0.10526315789473684
1,0.43373493975903615,0.18674698795180722,0.12650602409638553,0.10240963855421686,0.12650602409638553,0.024096385542168676
2,0.32098765432098764,0.20987654320987653,0.16049382716049382,0.09876543209876543,0.13580246913580246,0.07407407407407407
3,0.13636363636363635,0.045454545454545456,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.18181818181818182
4,0.2857142857142857,0.0,0.14285714285714285,0.07142857142857142,0.5,0.0
5,0.4117647058823529,0.0,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413
