R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.6774193548387096,0.09523809523809523,0.05405405405405406,0.4117647058823529,0.15384615384615385,0.0,1.0
1,0.7222222222222222,0.0,0.6190476190476191,0.4594594594594595,0.4117647058823529,0.5384615384615384,0.0,0.0
2,0.16666666666666666,0.25806451612903225,0.0,0.35135135135135137,0.058823529411764705,0.3076923076923077,0.5,0.0
3,0.0,0.03225806451612903,0.19047619047619047,0.0,0.11764705882352941,0.0,0.0,0.0
4,0.027777777777777776,0.03225806451612903,0.047619047619047616,0.08108108108108109,0.0,0.0,0.25,0.0
5,0.027777777777777776,0.0,0.047619047619047616,0.02702702702702703,0.0,0.0,0.25,0.0
6,0.027777777777777776,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0
7,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
